px,py,nominal_x,nominal_y
1.9152674565069814,1.8321894944467731,1.8973210890356917,1.8160328645530643
1.9050775962368103,1.8190758181523319,1.878870911909013,1.7992153140368548
1.8831549660411329,1.7953954529357845,1.8604207347823343,1.7823977635206454
1.8494868107620237,1.761163039375808,1.8419705576556555,1.7655802130044358
1.804073713647232,1.716377727659149,1.8235203805289768,1.7487626624882264
1.7469158722479667,1.6610392824906275,1.805070203402298,1.7319451119720168
1.6783106813507191,1.5956239116047017,1.7866200262756193,1.7151275614558075
1.6039291985777249,1.5287853898153363,1.7681698491489406,1.6983100109395979
1.529548152306272,1.461947127629767,1.7497196720222619,1.6814924604233885
1.4551651168266913,1.3951074140413136,1.7312694948955833,1.6646749099071791
1.3807828383729117,1.3282687393121864,1.7128193177689046,1.6478573593909696
1.3065917860934482,1.26122864903697,1.6943691406422259,1.63103980887476
1.2361517175881778,1.1902680752211094,1.6759189635155471,1.6142222583585506
1.1712650438018302,1.1141818708389444,1.6574687863888684,1.5974047078423412
1.108960283979256,1.0359633240865376,1.6390186092621897,1.5805871573261316
1.046452038564669,0.957907552041853,1.620568432135511,1.5637696068099223
0.9841364628168198,0.8796979890782028,1.6021182550088322,1.5469520562937127
0.9206564006934127,0.8024354378306178,1.5836680778821535,1.5301345057775033
0.8541269656821706,0.7277844293214437,1.5652179007554747,1.5133169552612937
0.7845716112825929,0.6559413665714622,1.546767723628796,1.4964994047450844
0.7125237131976774,0.5866030784797985,1.5283175465021173,1.479681854228875
0.6367613204425004,0.5214078132719726,1.5098673693754385,1.4628643037126654
0.5531096042006323,0.46661393131717765,1.4914171922487598,1.4460467531964558
0.4699108532034965,0.41113116058410826,1.472967015122081,1.4292292026802464
0.38585680120572013,0.3569483158374774,1.4545168379954023,1.412411652164037
0.3026169464901255,0.3026778030504393,1.4360666608687236,1.3955941016478275
0.2295813245758624,0.25513284867241254,1.4176164837420449,1.3787765511316181
0.16986709966098468,0.21606501254754312,1.3991663066153661,1.3619590006154085
