x,y,nominal_x,nominal_y
9.0,0.0,9.0,0.0
9.0,0.0,8.906040268456376,0.0
9.0,0.0,8.812080536912752,0.0
9.0,0.0,8.718120805369127,0.0
9.0,0.0,8.624161073825503,0.0
9.0,0.0,8.53020134228188,0.0
9.0,0.0,8.436241610738255,0.0
9.0,0.0,8.342281879194632,0.0
9.0,0.0,8.248322147651006,0.0
9.0,0.0,8.154362416107382,0.0
9.0,0.0,8.060402684563758,0.0
9.0,0.0,7.966442953020135,0.0
9.0,0.0,7.87248322147651,0.0
9.0,0.0,7.778523489932886,0.0
9.0,0.0,7.684563758389261,0.0
9.0,0.0,7.590604026845638,0.0
9.0,0.0,7.496644295302014,0.0
9.0,0.0,7.402684563758389,0.0
9.0,0.0,7.308724832214765,0.0
9.0,0.0,7.214765100671141,0.0
9.0,0.0,7.120805369127517,0.0
9.0,0.0,7.026845637583893,0.0
9.0,0.0,6.932885906040268,0.0
9.0,0.0,6.838926174496644,0.0
9.0,0.0,6.74496644295302,0.0
9.0,0.0,6.651006711409396,0.0
9.0,0.0,6.557046979865772,0.0
9.0,0.0,6.4630872483221475,0.0
9.0,0.0,6.369127516778523,0.0
9.0,0.0,6.275167785234899,0.0
9.0,0.0,6.181208053691275,0.0
9.0,0.0,6.087248322147651,0.0
9.0,0.0,5.993288590604027,0.0
9.0,0.0,5.899328859060402,0.0
9.0,0.0,5.805369127516778,0.0
9.0,0.0,5.7114093959731544,0.0
9.0,0.0,5.617449664429531,0.0
9.0,0.0,5.523489932885906,0.0
9.0,0.0,5.429530201342281,0.0
9.0,0.0,5.3355704697986575,0.0
9.0,0.0,5.241610738255034,0.0
9.0,0.0,5.14765100671141,0.0
9.0,0.0,5.053691275167785,0.0
9.0,0.0,4.959731543624161,0.0
9.0,0.0,4.865771812080537,0.0
9.0,0.0,4.771812080536913,0.0
9.0,0.0,4.677852348993288,0.0
9.0,0.0,4.583892617449664,0.0
9.0,0.0,4.48993288590604,0.0
9.0,0.0,4.395973154362416,0.0
9.0,0.0,4.302013422818792,0.0
9.0,0.0,4.208053691275167,0.0
9.0,0.0,4.114093959731544,0.0
9.0,0.0,4.020134228187919,0.0
9.0,0.0,3.926174496644295,0.0
9.0,0.0,3.8322147651006713,0.0
9.0,0.0,3.7382550335570466,0.0
9.0,0.0,3.6442953020134228,0.0
9.0,0.0,3.550335570469798,0.0
9.0,0.0,3.4563758389261743,0.0
9.0,0.0,3.3624161073825505,0.0
9.0,0.0,3.268456375838926,0.0
9.0,0.0,3.174496644295302,0.0
9.0,0.0,3.0805369127516773,0.0
9.0,0.0,2.9865771812080535,0.0
9.0,0.0,2.8926174496644297,0.0
9.0,0.0,2.798657718120805,0.0
9.0,0.0,2.704697986577181,0.0
9.0,0.0,2.6107382550335565,0.0
9.0,0.0,2.5167785234899327,0.0
9.0,0.0,2.422818791946309,0.0
9.0,0.0,2.328859060402684,0.0
9.0,0.0,2.2348993288590604,0.0
9.0,0.0,2.1409395973154357,0.0
9.0,0.0,2.046979865771812,0.0
9.0,0.0,1.953020134228188,0.0
9.0,0.0,1.8590604026845634,0.0
9.0,0.0,1.7651006711409396,0.0
9.0,0.0,1.671140939597315,0.0
9.0,0.0,1.577181208053691,0.0
9.0,0.0,1.4832214765100673,0.0
9.0,0.0,1.3892617449664426,0.0
9.0,0.0,1.2953020134228188,0.0
9.0,0.0,1.2013422818791941,0.0
9.0,0.0,1.1073825503355703,0.0
9.0,0.0,1.0134228187919456,0.0
9.0,0.0,0.9194630872483227,0.0
9.0,0.0,0.8255033557046971,0.0
9.0,0.0,0.7315436241610733,0.0
9.0,0.0,0.6375838926174495,0.0
9.0,0.0,0.5436241610738257,0.0
9.0,0.0,0.4496644295302019,0.0
9.0,0.0,0.35570469798657633,0.0
9.0,0.0,0.26174496644295253,0.0
9.0,0.0,0.16778523489932873,0.0
9.0,0.0,0.07382550335570492,0.0
9.0,0.0,-0.020134228187920655,0.0
9.0,0.0,-0.11409395973154446,0.0
9.0,0.0,-0.20805369127516826,0.0
9.0,0.0,-0.30201342281879207,0.0
9.0,0.0,-0.39597315436241587,0.0
9.0,0.0,-0.48993288590604145,0.0
9.0,0.0,-0.5838926174496653,0.0
9.0,0.0,-0.6778523489932891,0.0
9.0,0.0,-0.7718120805369129,0.0
9.0,0.0,-0.8657718120805367,0.0
9.0,0.0,-0.9597315436241622,0.0
9.0,0.0,-1.053691275167786,0.0
9.0,0.0,-1.1476510067114098,0.0
9.0,0.0,-1.2416107382550337,0.0
9.0,0.0,-1.3355704697986575,0.0
9.0,0.0,-1.429530201342283,0.0
9.0,0.0,-1.5234899328859068,0.0
9.0,0.0,-1.6174496644295306,0.0
9.0,0.0,-1.7114093959731544,0.0
9.0,0.0,-1.8053691275167782,0.0
9.0,0.0,-1.8993288590604038,0.0
9.0,0.0,-1.9932885906040276,0.0
9.0,0.0,-2.0872483221476514,0.0
9.0,0.0,-2.1812080536912752,0.0
9.0,0.0,-2.275167785234899,0.0
9.0,0.0,-2.3691275167785246,0.0
9.0,0.0,-2.4630872483221484,0.0
9.0,0.0,-2.5570469798657722,0.0
9.0,0.0,-2.651006711409396,0.0
9.0,0.0,-2.74496644295302,0.0
9.0,0.0,-2.8389261744966454,0.0
9.0,0.0,-2.932885906040269,0.0
9.0,0.0,-3.026845637583893,0.0
9.0,0.0,-3.120805369127517,0.0
9.0,0.0,-3.2147651006711406,0.0
9.0,0.0,-3.308724832214766,0.0
9.0,0.0,-3.40268456375839,0.0
9.0,0.0,-3.496644295302014,0.0
9.0,0.0,-3.5906040268456376,0.0
9.0,0.0,-3.6845637583892614,0.0
9.0,0.0,-3.778523489932887,0.0
9.0,0.0,-3.872483221476511,0.0
9.0,0.0,-3.9664429530201346,0.0
9.0,0.0,-4.060402684563758,0.0
9.0,0.0,-4.154362416107382,0.0
9.0,0.0,-4.248322147651008,0.0
9.0,0.0,-4.342281879194632,0.0
9.0,0.0,-4.436241610738255,0.0
9.0,0.0,-4.530201342281879,0.0
9.0,0.0,-4.624161073825503,0.0
9.0,0.0,-4.718120805369129,0.0
9.0,0.0,-4.812080536912752,0.0
9.0,0.0,-4.906040268456376,0.0
9.0,0.0,-5.0,0.0
