step,robot_1_vx,robot_1_vy,robot_0_vx,robot_0_vy
0,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
1,0.0,0.9999900000000395,-0.707109999999993,-0.707090000000008
2,0.0,0.9999799999999937,-0.7071100000000285,-0.7070999999999827
3,0.0,0.9999899999999684,-0.7071199999999678,-0.707090000000008
4,0.0,0.9999799999999937,-0.7071100000000285,-0.707090000000008
5,0.0,0.9999900000000395,-0.707109999999993,-0.707090000000008
6,0.0,0.9999799999999937,-0.707109999999993,-0.7070999999999827
7,0.0,0.9999899999999684,-0.707109999999993,-0.707090000000008
8,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
9,0.0,0.9999900000000395,-0.7071100000000285,-0.707090000000008
10,0.0,0.9999799999999937,-0.707109999999993,-0.7070999999999827
11,0.0,0.9999899999999684,-0.7071200000000033,-0.707090000000008
12,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
13,0.0,0.9999900000000395,-0.707109999999993,-0.7070899999999369
14,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
15,0.0,0.9999899999999684,-0.7071100000000285,-0.7071000000000538
16,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
17,0.0,0.9999900000000395,-0.707109999999993,-0.7070899999999369
18,0.0,0.9999799999999937,-0.7071200000000033,-0.707090000000008
19,0.0,0.9999799999999937,-0.707109999999993,-0.7071000000000538
20,0.0,0.9999899999999684,-0.707109999999993,-0.7070899999999369
21,0.0,0.9999800000000647,-0.707109999999993,-0.707090000000008
22,0.0,0.9999899999999684,-0.7071100000000285,-0.707090000000008
23,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
24,0.0,0.9999899999999684,-0.707109999999993,-0.7070999999999827
25,0.0,0.9999800000000647,-0.7071200000000033,-0.707090000000008
26,0.0,0.9999899999999684,-0.707109999999993,-0.707090000000008
27,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
28,0.0,0.9999900000000395,-0.7071100000000285,-0.7070999999999827
29,0.0,0.9999799999999937,-0.707109999999993,-0.707090000000008
